Com,HetAdv,HomAdv,Count,1,200
1.784,3.6029,-100,11037,5757,0
1.784,4.5036,-100,11037,5715,0
1.784,5.6295,-100,11037,5544,0
1.784,7.0369,-100,11037,5493,0
1.784,8.7961,-100,11037,5410,0
1.784,10.995,-100,11037,5217,0
1.784,13.744,-100,11037,5100,0
1.784,17.18,-100,11037,4910,0
1.784,21.475,-100,11037,4774,0
1.784,26.843,-100,11037,4343,358
1.784,33.554,-100,11037,4120,2513
1.784,41.943,-100,11037,3846,3802
1.784,52.429,-100,11037,3587,4826
1.784,65.536,-100,11037,3327,5590
1.784,81.92,-100,11037,3076,6153
1.784,102.4,-100,11037,2977,6460
1.784,128,-100,11037,2953,6601
1.784,160,-100,11037,3110,6267
1.784,200,-100,11037,3372,5825
2.23,8E-5,-100,11037,5957,0
2.23,0.0001,-100,11037,6070,0
2.23,0.00013,-100,11037,5964,0
2.23,0.00016,-100,11037,5980,0
2.23,0.0002,-100,11037,6004,0
2.23,0.00025,-100,11037,5998,0
2.23,0.00031,-100,11037,6032,0
2.23,0.00038,-100,11037,6056,0
2.23,0.00048,-100,11037,6015,0
2.23,0.0006,-100,11037,5998,0
2.23,0.00075,-100,11037,6104,0
2.23,0.00094,-100,11037,6101,0
2.23,0.00117,-100,11037,6126,0
2.23,0.00146,-100,11037,6003,0
2.23,0.00183,-100,11037,6035,0
2.23,0.00228,-100,11037,6046,0
2.23,0.00285,-100,11037,5994,0
2.23,0.00357,-100,11037,6084,0
2.23,0.00446,-100,11037,6067,0
2.23,0.00558,-100,11037,6041,0
2.23,0.00697,-100,11037,6009,0
2.23,0.00871,-100,11037,5902,0
2.23,0.01089,-100,11037,6131,0
2.23,0.01361,-100,11037,5999,0
2.23,0.01701,-100,11037,6013,0
2.23,0.02127,-100,11037,6072,0
2.23,0.02658,-100,11037,6039,0
2.23,0.03323,-100,11037,5974,0
2.23,0.04154,-100,11037,6035,0
2.23,0.05192,-100,11037,6008,0
2.23,0.0649,-100,11037,5972,0
2.23,0.08113,-100,11037,6035,0
2.23,0.10141,-100,11037,6067,0
2.23,0.12677,-100,11037,6019,0
2.23,0.15846,-100,11037,6130,0
2.23,0.19807,-100,11037,6084,0
2.23,0.24759,-100,11037,6052,0
2.23,0.30949,-100,11037,6022,0
2.23,0.38686,-100,11037,6014,0
2.23,0.48357,-100,11037,5892,0
2.23,0.60446,-100,11037,5938,0
2.23,0.75558,-100,11037,6002,0
2.23,0.94447,-100,11037,6010,0
2.23,1.1806,-100,11037,5904,0
2.23,1.4757,-100,11037,5879,0
2.23,1.8447,-100,11037,5887,0
2.23,2.3058,-100,11037,5813,0
2.23,2.8823,-100,11037,5732,0
2.23,3.6029,-100,11037,5730,0
2.23,4.5036,-100,11037,5729,0
2.23,5.6295,-100,11037,5570,0
2.23,7.0369,-100,11037,5505,0
2.23,8.7961,-100,11037,5359,0
2.23,10.995,-100,11037,5059,0
2.23,13.744,-100,11037,4980,0
2.23,17.18,-100,11037,4751,0
2.23,21.475,-100,11037,4443,161
2.23,26.843,-100,11066,4226,2608
2.23,33.554,-100,11087,3852,4153
2.23,41.943,-100,11087,3445,5286
2.23,52.429,-100,11087,2998,6397
2.23,65.536,-100,11087,2720,7120
2.23,81.92,-100,11087,2398,7723
2.23,102.4,-100,11087,2187,8211
2.23,128,-100,11087,1894,8657
2.23,160,-100,11087,1901,8731
2.23,200,-100,11087,2011,8563
2.788,8E-5,-100,11087,6082,0
2.788,0.0001,-100,11087,6062,0
2.788,0.00013,-100,11087,6042,0
2.788,0.00016,-100,11087,5985,0
2.788,0.0002,-100,11087,6091,0
2.788,0.00025,-100,11087,6088,0
2.788,0.00031,-100,11087,6087,0
2.788,0.00038,-100,11087,6077,0
2.788,0.00048,-100,11087,5977,0
2.788,0.0006,-100,11087,6079,0
2.788,0.00075,-100,11087,6048,0
2.788,0.00094,-100,11087,6079,0
2.788,0.00117,-100,11087,6046,0
2.788,0.00146,-100,11087,6124,0
2.788,0.00183,-100,11087,6050,0
2.788,0.00228,-100,11087,6054,0
2.788,0.00285,-100,11087,6011,0
2.788,0.00357,-100,11087,6055,0
2.788,0.00446,-100,11087,6094,0
2.788,0.00558,-100,11087,6048,0
2.788,0.00697,-100,11087,5986,0
2.788,0.00871,-100,11087,6075,0
2.788,0.01089,-100,11087,6079,0
2.788,0.01361,-100,11087,6069,0
2.788,0.01701,-100,11087,6129,0
2.788,0.02127,-100,11087,6069,0
2.788,0.02658,-100,11087,6065,0
2.788,0.03323,-100,11087,6041,0
2.788,0.04154,-100,11087,6104,0
2.788,0.05192,-100,11087,6137,0
2.788,0.0649,-100,11087,6073,0
2.788,0.08113,-100,11087,6071,0
2.788,0.10141,-100,11087,6047,0
2.788,0.12677,-100,11087,6114,0
2.788,0.15846,-100,11087,6142,0
2.788,0.19807,-100,11087,6040,0
2.788,0.24759,-100,11087,6011,0
2.788,0.30949,-100,11087,6076,0
2.788,0.38686,-100,11087,6006,0
2.788,0.48357,-100,11087,6127,0
2.788,0.60446,-100,11087,6070,0
2.788,0.75558,-100,11087,5990,0
2.788,0.94447,-100,11087,6031,0
2.788,1.1806,-100,11087,6038,0
2.788,1.4757,-100,11087,5909,0
2.788,1.8447,-100,11087,5910,0
2.788,2.3058,-100,11087,5942,0
2.788,2.8823,-100,11087,5915,0
2.788,3.6029,-100,11087,5731,0
2.788,4.5036,-100,11087,5708,0
2.788,5.6295,-100,11087,5584,0
2.788,7.0369,-100,11087,5539,0
2.788,8.7961,-100,11087,5444,0
2.788,10.995,-100,11087,5214,0
2.788,13.744,-100,11087,5044,0
2.788,17.18,-100,11087,4836,0
2.788,21.475,-100,11087,4404,1074
2.788,26.843,-100,11087,4198,2987
2.788,33.554,-100,11087,3870,4385
2.788,41.943,-100,11087,3413,5582
2.788,52.429,-100,11087,3041,6603
2.788,65.536,-100,11087,2616,7466
2.788,81.92,-100,11087,2193,8256
2.788,102.4,-100,11087,1830,8786
2.788,128,-100,11087,1580,9195
2.788,160,-100,11087,1385,9466
2.788,200,-100,11087,1289,9621
3.485,8E-5,-100,11087,6120,0
3.485,0.0001,-100,11087,6207,0
3.485,0.00013,-100,11087,6107,0
3.485,0.00016,-100,11087,6127,0
3.485,0.0002,-100,11087,6101,0
3.485,0.00025,-100,11087,6121,0
3.485,0.00031,-100,11087,6196,0
3.485,0.00038,-100,11087,6106,0
3.485,0.00048,-100,11087,6074,0
3.485,0.0006,-100,11087,6101,0
3.485,0.00075,-100,11087,6050,0
3.485,0.00094,-100,11087,6186,0
3.485,0.00117,-100,11087,6123,0
3.485,0.00146,-100,11087,6091,0
3.485,0.00183,-100,11087,6144,0
3.485,0.00228,-100,11087,6090,0
3.485,0.00285,-100,11087,6083,0
3.485,0.00357,-100,11087,6121,0
3.485,0.00446,-100,11087,6108,0
3.485,0.00558,-100,11087,6077,0
3.485,0.00697,-100,11087,6243,0
3.485,0.00871,-100,11087,6118,0
3.485,0.01089,-100,11087,6152,0
3.485,0.01361,-100,11087,6186,0
3.485,0.01701,-100,11087,6093,0
3.485,0.02127,-100,11087,6182,0
3.485,0.02658,-100,11087,6074,0
3.485,0.03323,-100,11087,6188,0
3.485,0.04154,-100,11087,6248,0
3.485,0.05192,-100,11087,6284,0
3.485,0.0649,-100,11087,6081,0
3.485,0.08113,-100,11087,6158,0
3.485,0.10141,-100,11087,6118,0
3.485,0.12677,-100,11087,6110,0
3.485,0.15846,-100,11087,6153,0
3.485,0.19807,-100,11087,6116,0
3.485,0.24759,-100,11087,6141,0
3.485,0.30949,-100,11087,6058,0
3.485,0.38686,-100,11087,6082,0
3.485,0.48357,-100,11087,6081,0
3.485,0.60446,-100,11087,6011,0
3.485,0.75558,-100,11087,6075,0
3.485,0.94447,-100,11087,6082,0
3.485,1.1806,-100,11087,6028,0
3.485,1.4757,-100,11087,5972,0
3.485,1.8447,-100,11087,5920,0
3.485,2.3058,-100,11087,6034,0
3.485,2.8823,-100,11087,5845,0
3.485,3.6029,-100,11087,5860,0
3.485,4.5036,-100,11087,5735,0
3.485,5.6295,-100,11087,5759,0
3.485,7.0369,-100,11087,5621,0
3.485,8.7961,-100,11087,5406,0
3.485,10.995,-100,11087,5347,0
3.485,13.744,-100,11087,5154,0
3.485,17.18,-100,11087,4826,0
3.485,21.475,-100,11087,4600,1600
3.485,26.843,-100,11087,4281,3198
3.485,33.554,-100,11087,3815,4575
3.485,41.943,-100,11087,3493,5655
3.485,52.429,-100,11087,3100,6685
3.485,65.536,-100,11087,2617,7613
3.485,81.92,-100,11087,2107,8408
3.485,102.4,-100,11087,1736,8999
3.485,128,-100,11087,1385,9496
3.485,160,-100,11087,1137,9804
3.485,200,-100,11087,991,9991
4.356,8E-5,-100,11087,6202,0
4.356,0.0001,-100,11087,6201,0
4.356,0.00013,-100,11087,6164,0
4.356,0.00016,-100,11087,6109,0
4.356,0.0002,-100,11087,6124,0
4.356,0.00025,-100,11087,6189,0
4.356,0.00031,-100,11087,6091,0
4.356,0.00038,-100,11087,6235,0
4.356,0.00048,-100,11087,6131,0
4.356,0.0006,-100,11087,6223,0
4.356,0.00075,-100,11087,6200,0
4.356,0.00094,-100,11087,6149,0
4.356,0.00117,-100,11087,6145,0
4.356,0.00146,-100,11087,6152,0
4.356,0.00183,-100,11087,6197,0
4.356,0.00228,-100,11087,6137,0
4.356,0.00285,-100,11087,6100,0
4.356,0.00357,-100,11087,6234,0
4.356,0.00446,-100,11087,6189,0
4.356,0.00558,-100,11087,6165,0
4.356,0.00697,-100,11087,6196,0
4.356,0.00871,-100,11087,6184,0
4.356,0.01089,-100,11087,6155,0
4.356,0.01361,-100,11087,6147,0
4.356,0.01701,-100,11087,6232,0
4.356,0.02127,-100,11087,6201,0
4.356,0.02658,-100,11087,6096,0
4.356,0.03323,-100,11087,6142,0
4.356,0.04154,-100,11087,6097,0
4.356,0.05192,-100,11087,6187,0
4.356,0.0649,-100,11087,6144,0
4.356,0.08113,-100,11087,6128,0
4.356,0.10141,-100,11087,6230,0
4.356,0.12677,-100,11087,6095,0
4.356,0.15846,-100,11087,6216,0
4.356,0.19807,-100,11087,6159,0
4.356,0.24759,-100,11087,6216,0
4.356,0.30949,-100,11087,6150,0
4.356,0.38686,-100,11087,6108,0
4.356,0.48357,-100,11087,6108,0
4.356,0.60446,-100,11087,6065,0
4.356,0.75558,-100,11087,6149,0
4.356,0.94447,-100,11087,6042,0
4.356,1.1806,-100,11087,6074,0
4.356,1.4757,-100,11087,6119,0
4.356,1.8447,-100,11087,6102,0
4.356,2.3058,-100,11087,6032,0
4.356,2.8823,-100,11087,5945,0
4.356,3.6029,-100,11087,5886,0
4.356,4.5036,-100,11087,5930,0
4.356,5.6295,-100,11087,5797,0
4.356,7.0369,-100,11087,5645,0
4.356,8.7961,-100,11087,5391,0
4.356,10.995,-100,11087,5438,0
4.356,13.744,-100,11087,5175,0
4.356,17.18,-100,11087,5034,92
4.356,21.475,-100,11089,4653,2134
4.356,26.843,-100,11107,4349,3494
4.356,33.554,-100,11107,3954,4595
4.356,41.943,-100,11107,3610,5685
4.356,52.429,-100,11107,3076,6746
4.356,65.536,-100,11107,2679,7619
4.356,81.92,-100,11107,2161,8428
4.356,102.4,-100,11107,1723,9076
4.356,128,-100,11107,1327,9576
4.356,160,-100,11107,984,9991
4.356,200,-100,11107,777,10264
5.445,8E-5,-100,11107,6121,0
5.445,0.0001,-100,11107,6213,0
5.445,0.00013,-100,11107,6141,0
5.445,0.00016,-100,11107,6278,0
5.445,0.0002,-100,11107,6281,0
5.445,0.00025,-100,11107,6274,0
5.445,0.00031,-100,11107,6339,0
5.445,0.00038,-100,11107,6223,0
5.445,0.00048,-100,11107,6163,0
5.445,0.0006,-100,11107,6242,0
5.445,0.00075,-100,11107,6194,0
5.445,0.00094,-100,11107,6186,0
5.445,0.00117,-100,11107,6244,0
5.445,0.00146,-100,11107,6217,0
5.445,0.00183,-100,11107,6235,0
5.445,0.00228,-100,11107,6147,0
5.445,0.00285,-100,11107,6275,0
5.445,0.00357,-100,11107,6206,0
5.445,0.00446,-100,11107,6225,0
5.445,0.00558,-100,11107,6243,0
5.445,0.00697,-100,11107,6274,0
5.445,0.00871,-100,11107,6182,0
5.445,0.01089,-100,11107,6234,0
5.445,0.01361,-100,11107,6160,0
5.445,0.01701,-100,11107,6243,0
5.445,0.02127,-100,11107,6152,0
5.445,0.02658,-100,11107,6244,0
5.445,0.03323,-100,11107,6308,0
5.445,0.04154,-100,11107,6229,0
5.445,0.05192,-100,11107,6214,0
5.445,0.0649,-100,11107,6293,0
5.445,0.08113,-100,11107,6166,0
5.445,0.10141,-100,11107,6266,0
5.445,0.12677,-100,11107,6274,0
5.445,0.15846,-100,11107,6118,0
5.445,0.19807,-100,11107,6268,0
5.445,0.24759,-100,11107,6254,0
5.445,0.30949,-100,11107,6149,0
5.445,0.38686,-100,11107,6211,0
5.445,0.48357,-100,11107,6143,0
5.445,0.60446,-100,11107,6204,0
5.445,0.75558,-100,11107,6172,0
5.445,0.94447,-100,11107,6033,0
5.445,1.1806,-100,11107,6225,0
5.445,1.4757,-100,11107,6225,0
5.445,1.8447,-100,11107,6080,0
5.445,2.3058,-100,11107,6018,0
5.445,2.8823,-100,11107,5999,0
5.445,3.6029,-100,11107,5898,0
5.445,4.5036,-100,11107,5933,0
5.445,5.6295,-100,11107,5849,0
5.445,7.0369,-100,11107,5627,0
5.445,8.7961,-100,11107,5589,0
5.445,10.995,-100,11107,5523,0
5.445,13.744,-100,11107,5238,0
5.445,17.18,-100,11107,5079,984
5.445,21.475,-100,11107,4766,2423
5.445,26.843,-100,11107,4452,3498
5.445,33.554,-100,11107,4135,4740
5.445,41.943,-100,11107,3733,5650
5.445,52.429,-100,11107,3163,6725
5.445,65.536,-100,11107,2658,7666
5.445,81.92,-100,11107,2194,8377
5.445,102.4,-100,11107,1672,9156
5.445,128,-100,11107,1260,9697
5.445,160,-100,11107,961,10060
5.445,200,-100,11107,715,10355
6.806,8E-5,-100,11107,6302,0
6.806,0.0001,-100,11107,6315,0
6.806,0.00013,-100,11107,6216,0
6.806,0.00016,-100,11107,6303,0
6.806,0.0002,-100,11107,6246,0
6.806,0.00025,-100,11107,6320,0
6.806,0.00031,-100,11107,6340,0
6.806,0.00038,-100,11107,6281,0
6.806,0.00048,-100,11107,6181,0
6.806,0.0006,-100,11107,6323,0
6.806,0.00075,-100,11107,6335,0
6.806,0.00094,-100,11107,6253,0
6.806,0.00117,-100,11107,6322,0
6.806,0.00146,-100,11107,6224,0
6.806,0.00183,-100,11107,6282,0
6.806,0.00228,-100,11107,6270,0
6.806,0.00285,-100,11107,6285,0
6.806,0.00357,-100,11107,6385,0
6.806,0.00446,-100,11107,6318,0
6.806,0.00558,-100,11107,6264,0
6.806,0.00697,-100,11107,6371,0
6.806,0.00871,-100,11107,6221,0
6.806,0.01089,-100,11107,6221,0
6.806,0.01361,-100,11107,6274,0
6.806,0.01701,-100,11107,6297,0
6.806,0.02127,-100,11107,6187,0
6.806,0.02658,-100,11107,6185,0
6.806,0.03323,-100,11107,6263,0
6.806,0.04154,-100,11107,6300,0
6.806,0.05192,-100,11107,6234,0
6.806,0.0649,-100,11107,6202,0
6.806,0.08113,-100,11107,6312,0
6.806,0.10141,-100,11107,6279,0
6.806,0.12677,-100,11107,6272,0
6.806,0.15846,-100,11107,6349,0
6.806,0.19807,-100,11107,6326,0
6.806,0.24759,-100,11107,6097,0
6.806,0.30949,-100,11107,6243,0
6.806,0.38686,-100,11107,6232,0
6.806,0.48357,-100,11107,6180,0
6.806,0.60446,-100,11107,6248,0
6.806,0.75558,-100,11107,6244,0
6.806,0.94447,-100,11107,6148,0
6.806,1.1806,-100,11107,6242,0
6.806,1.4757,-100,11107,6194,0
6.806,1.8447,-100,11107,6014,0
6.806,2.3058,-100,11107,6165,0
6.806,2.8823,-100,11107,6077,0
6.806,3.6029,-100,11107,6082,0
6.806,4.5036,-100,11107,5883,0
6.806,5.6295,-100,11107,5866,0
6.806,7.0369,-100,11107,5688,0
6.806,8.7961,-100,11107,5712,0
6.806,10.995,-100,11107,5447,0
6.806,13.744,-100,11107,5225,101
6.806,17.18,-100,11107,5167,1611
6.806,21.475,-100,11107,4863,2700
6.806,26.843,-100,11107,4526,3773
6.806,33.554,-100,11107,4143,4824
6.806,41.943,-100,11107,3712,5758
6.806,52.429,-100,11107,3276,6691
6.806,65.536,-100,11107,2664,7641
6.806,81.92,-100,11107,2223,8417
6.806,102.4,-100,11107,1752,9063
6.806,128,-100,11107,1293,9663
6.806,160,-100,11107,957,10076
6.806,200,-100,11107,648,10426
8.507,8E-5,-100,11107,6274,0
8.507,0.0001,-100,11107,6315,0
8.507,0.00013,-100,11107,6293,0
8.507,0.00016,-100,11107,6349,0
8.507,0.0002,-100,11107,6334,0
8.507,0.00025,-100,11107,6322,0
8.507,0.00031,-100,11107,6347,0
8.507,0.00038,-100,11107,6267,0
8.507,0.00048,-100,11107,6260,0
8.507,0.0006,-100,11107,6261,0
8.507,0.00075,-100,11107,6270,0
8.507,0.00094,-100,11107,6280,0
8.507,0.00117,-100,11107,6233,0
8.507,0.00146,-100,11107,6340,0
8.507,0.00183,-100,11107,6345,0
8.507,0.00228,-100,11107,6358,0
8.507,0.00285,-100,11107,6475,0
8.507,0.00357,-100,11107,6308,0
8.507,0.00446,-100,11107,6249,0
8.507,0.00558,-100,11107,6354,0
8.507,0.00697,-100,11107,6223,0
8.507,0.00871,-100,11107,6371,0
8.507,0.01089,-100,11107,6356,0
8.507,0.01361,-100,11107,6360,0
8.507,0.01701,-100,11107,6226,0
8.507,0.02127,-100,11107,6298,0
8.507,0.02658,-100,11107,6333,0
8.507,0.03323,-100,11107,6278,0
8.507,0.04154,-100,11107,6341,0
8.507,0.05192,-100,11107,6341,0
8.507,0.0649,-100,11107,6310,0
8.507,0.08113,-100,11107,6335,0
8.507,0.10141,-100,11107,6250,0
8.507,0.12677,-100,11107,6309,0
8.507,0.15846,-100,11107,6278,0
8.507,0.19807,-100,11107,6235,0
8.507,0.24759,-100,11107,6187,0
8.507,0.30949,-100,11107,6316,0
8.507,0.38686,-100,11107,6327,0
8.507,0.48357,-100,11107,6260,0
8.507,0.60446,-100,11107,6224,0
8.507,0.75558,-100,11107,6320,0
8.507,0.94447,-100,11107,6221,0
8.507,1.1806,-100,11107,6345,0
8.507,1.4757,-100,11107,6188,0
8.507,1.8447,-100,11107,6134,0
8.507,2.3058,-100,11107,6147,0
8.507,2.8823,-100,11107,6105,0
8.507,3.6029,-100,11107,6057,0
8.507,4.5036,-100,11107,5934,0
8.507,5.6295,-100,11107,5903,0
8.507,7.0369,-100,11107,5886,0
8.507,8.7961,-100,11107,5755,0
8.507,10.995,-100,11107,5461,2
8.507,13.744,-100,11107,5411,949
8.507,17.18,-100,11107,5178,2007
8.507,21.475,-100,11107,4881,2948
8.507,26.843,-100,11107,4700,3864
8.507,33.554,-100,11107,4212,4811
8.507,41.943,-100,11107,3780,5809
8.507,52.429,-100,11107,3300,6710
8.507,65.536,-100,11107,2785,7605
8.507,81.92,-100,11107,2307,8401
8.507,102.4,-100,11107,1709,9145
8.507,128,-100,11107,1347,9632
8.507,160,-100,11107,899,10153
8.507,200,-100,11107,638,10442
10.634,8E-5,-100,11107,6281,0
10.634,0.0001,-100,11107,6324,0
10.634,0.00013,-100,11107,6433,0
10.634,0.00016,-100,11107,6248,0
10.634,0.0002,-100,11107,6366,0
10.634,0.00025,-100,11107,6384,0
10.634,0.00031,-100,11107,6289,0
10.634,0.00038,-100,11107,6364,0
10.634,0.00048,-100,11107,6361,0
10.634,0.0006,-100,11107,6262,0
10.634,0.00075,-100,11107,6376,0
10.634,0.00094,-100,11107,6269,0
10.634,0.00117,-100,11107,6359,0
10.634,0.00146,-100,11107,6335,0
10.634,0.00183,-100,11107,6326,0
10.634,0.00228,-100,11107,6337,0
10.634,0.00285,-100,11107,6312,0
10.634,0.00357,-100,11107,6314,0
10.634,0.00446,-100,11107,6424,0
10.634,0.00558,-100,11107,6302,0
10.634,0.00697,-100,11107,6277,0
10.634,0.00871,-100,11107,6293,0
10.634,0.01089,-100,11107,6406,0
10.634,0.01361,-100,11107,6352,0
10.634,0.01701,-100,11107,6392,0
10.634,0.02127,-100,11107,6330,0
10.634,0.02658,-100,11107,6264,0
10.634,0.03323,-100,11107,6353,0
10.634,0.04154,-100,11107,6339,0
10.634,0.05192,-100,11107,6375,0
10.634,0.0649,-100,11107,6391,0
10.634,0.08113,-100,11107,6253,0
