Com,HetAdv,HomAdv,Count,1,200
10.634,0.10141,-100,11107,6367,0
10.634,0.12677,-100,11107,6298,0
10.634,0.15846,-100,11107,6265,0
10.634,0.19807,-100,11107,6204,0
10.634,0.24759,-100,11107,6392,0
10.634,0.30949,-100,11107,6307,0
10.634,0.38686,-100,11107,6183,0
10.634,0.48357,-100,11107,6237,0
10.634,0.60446,-100,11107,6330,0
10.634,0.75558,-100,11107,6245,0
10.634,0.94447,-100,11107,6341,0
10.634,1.1806,-100,11107,6263,0
10.634,1.4757,-100,11107,6316,0
10.634,1.8447,-100,11107,6178,0
10.634,2.3058,-100,11107,6147,0
10.634,2.8823,-100,11107,6090,0
10.634,3.6029,-100,11107,6073,0
10.634,4.5036,-100,11107,5991,0
10.634,5.6295,-100,11107,5994,0
10.634,7.0369,-100,11107,5885,0
10.634,8.7961,-100,11107,5762,0
10.634,10.995,-100,11107,5563,432
10.634,13.744,-100,11107,5476,1434
10.634,17.18,-100,11107,5092,2375
10.634,21.475,-100,11107,4957,3171
10.634,26.843,-100,11107,4605,4058
10.634,33.554,-100,11107,4317,4889
10.634,41.943,-100,11107,3786,5816
10.634,52.429,-100,11107,3378,6729
10.634,65.536,-100,11107,2818,7570
10.634,81.92,-100,11107,2402,8309
10.634,102.4,-100,11107,1834,9009
10.634,128,-100,11107,1305,9661
10.634,160,-100,11107,939,10106
10.634,200,-100,11107,639,10442
13.293,8E-5,-100,11107,6422,0
13.293,0.0001,-100,11107,6349,0
13.293,0.00013,-100,11107,6458,0
13.293,0.00016,-100,11107,6395,0
13.293,0.0002,-100,11107,6296,0
13.293,0.00025,-100,11107,6342,0
13.293,0.00031,-100,11107,6370,0
13.293,0.00038,-100,11107,6450,0
13.293,0.00048,-100,11107,6259,0
13.293,0.0006,-100,11107,6385,0
13.293,0.00075,-100,11107,6379,0
13.293,0.00094,-100,11107,6416,0
13.293,0.00117,-100,11107,6353,0
13.293,0.00146,-100,11107,6371,0
13.293,0.00183,-100,11107,6421,0
13.293,0.00228,-100,11107,6396,0
13.293,0.00285,-100,11107,6422,0
13.293,0.00357,-100,11107,6327,0
13.293,0.00446,-100,11107,6281,0
13.293,0.00558,-100,11107,6346,0
13.293,0.00697,-100,11107,6302,0
13.293,0.00871,-100,11107,6326,0
13.293,0.01089,-100,11107,6283,0
13.293,0.01361,-100,11107,6359,0
13.293,0.01701,-100,11107,6381,0
13.293,0.02127,-100,11107,6370,0
13.293,0.02658,-100,11107,6344,0
13.293,0.03323,-100,11107,6312,0
13.293,0.04154,-100,11107,6326,0
13.293,0.05192,-100,11107,6230,0
13.293,0.0649,-100,11107,6311,0
13.293,0.08113,-100,11107,6343,0
13.293,0.10141,-100,11107,6439,0
13.293,0.12677,-100,11107,6254,0
13.293,0.15846,-100,11107,6420,0
13.293,0.19807,-100,11107,6399,0
13.293,0.24759,-100,11107,6358,0
13.293,0.30949,-100,11107,6314,0
13.293,0.38686,-100,11107,6324,0
13.293,0.48357,-100,11107,6301,0
13.293,0.60446,-100,11107,6341,0
13.293,0.75558,-100,11107,6277,0
13.293,0.94447,-100,11107,6381,0
13.293,1.1806,-100,11107,6275,0
13.293,1.4757,-100,11107,6357,0
13.293,1.8447,-100,11107,6289,0
13.293,2.3058,-100,11107,6270,0
13.293,2.8823,-100,11107,6193,0
13.293,3.6029,-100,11107,6110,0
13.293,4.5036,-100,11107,6193,0
13.293,5.6295,-100,11107,5954,0
13.293,7.0369,-100,11107,5830,0
13.293,8.7961,-100,11107,5727,112
13.293,10.995,-100,11107,5626,994
13.293,13.744,-100,11107,5425,1749
13.293,17.18,-100,11107,5253,2500
13.293,21.475,-100,11107,5019,3235
13.293,26.843,-100,11107,4654,4091
13.293,33.554,-100,11107,4377,4889
13.293,41.943,-100,11107,3896,5810
13.293,52.429,-100,11107,3406,6754
13.293,65.536,-100,11107,2956,7511
13.293,81.92,-100,11107,2404,8278
13.293,102.4,-100,11107,1793,9106
13.293,128,-100,11107,1367,9623
13.293,160,-100,11107,948,10100
13.293,200,-100,11107,626,10457
16.616,8E-5,-100,11107,6389,0
16.616,0.0001,-100,11107,6366,0
16.616,0.00013,-100,11107,6432,0
16.616,0.00016,-100,11107,6458,0
16.616,0.0002,-100,11107,6352,0
16.616,0.00025,-100,11107,6418,0
16.616,0.00031,-100,11107,6413,0
16.616,0.00038,-100,11107,6456,0
16.616,0.00048,-100,11107,6341,0
16.616,0.0006,-100,11107,6342,0
16.616,0.00075,-100,11107,6289,0
16.616,0.00094,-100,11107,6347,0
16.616,0.00117,-100,11107,6474,0
16.616,0.00146,-100,11107,6384,0
16.616,0.00183,-100,11107,6358,0
16.616,0.00228,-100,11107,6369,0
16.616,0.00285,-100,11107,6499,0
16.616,0.00357,-100,11107,6296,0
16.616,0.00446,-100,11107,6337,0
16.616,0.00558,-100,11107,6390,0
16.616,0.00697,-100,11107,6387,0
16.616,0.00871,-100,11107,6419,0
16.616,0.01089,-100,11107,6320,0
16.616,0.01361,-100,11107,6384,0
16.616,0.01701,-100,11107,6356,0
16.616,0.02127,-100,11107,6374,0
16.616,0.02658,-100,11107,6395,0
16.616,0.03323,-100,11107,6339,0
16.616,0.04154,-100,11107,6374,0
16.616,0.05192,-100,11107,6361,0
16.616,0.0649,-100,11107,6394,0
16.616,0.08113,-100,11107,6324,0
16.616,0.10141,-100,11107,6386,0
16.616,0.12677,-100,11107,6421,0
16.616,0.15846,-100,11107,6417,0
16.616,0.19807,-100,11107,6298,0
16.616,0.24759,-100,11107,6352,0
16.616,0.30949,-100,11107,6311,0
16.616,0.38686,-100,11107,6266,0
16.616,0.48357,-100,11107,6271,0
16.616,0.60446,-100,11107,6308,0
16.616,0.75558,-100,11107,6426,0
16.616,0.94447,-100,11107,6250,0
16.616,1.1806,-100,11107,6332,0
16.616,1.4757,-100,11107,6347,0
16.616,1.8447,-100,11107,6237,0
16.616,2.3058,-100,11107,6172,0
16.616,2.8823,-100,11107,6224,0
16.616,3.6029,-100,11107,6028,0
16.616,4.5036,-100,11107,6076,0
16.616,5.6295,-100,11107,6040,1
16.616,7.0369,-100,11107,5979,41
16.616,8.7961,-100,11107,5770,676
16.616,10.995,-100,11107,5645,1335
16.616,13.744,-100,11107,5467,1990
16.616,17.18,-100,11107,5226,2653
16.616,21.475,-100,11107,5012,3342
16.616,26.843,-100,11107,4704,4156
16.616,33.554,-100,11107,4313,5020
16.616,41.943,-100,11107,3876,5928
16.616,52.429,-100,11107,3359,6790
16.616,65.536,-100,11107,2899,7564
16.616,81.92,-100,11107,2421,8295
16.616,102.4,-100,11107,1843,9001
16.616,128,-100,11107,1422,9589
16.616,160,-100,11107,943,10115
16.616,200,-100,11107,647,10446
20.77,8E-5,-100,11107,6382,0
20.77,0.0001,-100,11107,6324,0
20.77,0.00013,-100,11107,6421,0
20.77,0.00016,-100,11107,6432,0
20.77,0.0002,-100,11107,6466,0
20.77,0.00025,-100,11107,6413,0
20.77,0.00031,-100,11107,6406,0
20.77,0.00038,-100,11107,6348,0
20.77,0.00048,-100,11107,6375,0
20.77,0.0006,-100,11107,6322,0
20.77,0.00075,-100,11107,6436,0
20.77,0.00094,-100,11107,6423,0
20.77,0.00117,-100,11107,6449,0
20.77,0.00146,-100,11107,6346,0
20.77,0.00183,-100,11107,6342,0
20.77,0.00228,-100,11107,6380,0
20.77,0.00285,-100,11107,6328,0
20.77,0.00357,-100,11107,6405,0
20.77,0.00446,-100,11107,6365,0
20.77,0.00558,-100,11107,6411,0
20.77,0.00697,-100,11107,6437,0
20.77,0.00871,-100,11107,6311,0
20.77,0.01089,-100,11107,6433,0
20.77,0.01361,-100,11107,6341,0
20.77,0.01701,-100,11107,6378,0
20.77,0.02127,-100,11107,6389,0
20.77,0.02658,-100,11107,6379,0
20.77,0.03323,-100,11107,6414,0
20.77,0.04154,-100,11107,6449,0
20.77,0.05192,-100,11107,6389,0
20.77,0.0649,-100,11107,6401,0
20.77,0.08113,-100,11107,6266,0
20.77,0.10141,-100,11107,6413,0
20.77,0.12677,-100,11107,6307,0
20.77,0.15846,-100,11107,6381,0
20.77,0.19807,-100,11107,6374,0
20.77,0.24759,-100,11107,6371,0
20.77,0.30949,-100,11107,6500,0
20.77,0.38686,-100,11107,6286,0
20.77,0.48357,-100,11107,6317,0
20.77,0.60446,-100,11107,6382,0
20.77,0.75558,-100,11107,6453,0
20.77,0.94447,-100,11107,6299,0
20.77,1.1806,-100,11107,6234,0
20.77,1.4757,-100,11107,6288,0
20.77,1.8447,-100,11107,6373,0
20.77,2.3058,-100,11107,6226,0
20.77,2.8823,-100,11107,6214,0
20.77,3.6029,-100,11107,6206,0
20.77,4.5036,-100,11107,6076,0
20.77,5.6295,-100,11107,6074,17
20.77,7.0369,-100,11107,5958,362
20.77,8.7961,-100,11107,5868,950
20.77,10.995,-100,11107,5658,1544
20.77,13.744,-100,11107,5458,2179
20.77,17.18,-100,11107,5309,2725
20.77,21.475,-100,11107,5092,3438
20.77,26.843,-100,11107,4827,4077
20.77,33.554,-100,11107,4385,5051
20.77,41.943,-100,11107,3962,5853
20.77,52.429,-100,11107,3509,6675
20.77,65.536,-100,11107,2973,7518
20.77,81.92,-100,11107,2440,8303
20.77,102.4,-100,11107,1866,9044
20.77,128,-100,11107,1358,9672
20.77,160,-100,11107,968,10096
20.77,200,-100,11107,604,10485
25.962,8E-5,-100,11107,6371,0
25.962,0.0001,-100,11107,6427,0
25.962,0.00013,-100,11107,6310,0
25.962,0.00016,-100,11107,6432,0
25.962,0.0002,-100,11107,6383,0
25.962,0.00025,-100,11107,6463,0
25.962,0.00031,-100,11107,6471,0
25.962,0.00038,-100,11107,6463,0
25.962,0.00048,-100,11107,6481,0
25.962,0.0006,-100,11107,6444,0
25.962,0.00075,-100,11107,6385,0
25.962,0.00094,-100,11107,6420,0
25.962,0.00117,-100,11107,6387,0
25.962,0.00146,-100,11107,6417,0
25.962,0.00183,-100,11107,6342,0
25.962,0.00228,-100,11107,6361,0
25.962,0.00285,-100,11107,6261,0
25.962,0.00357,-100,11107,6357,0
25.962,0.00446,-100,11107,6405,0
25.962,0.00558,-100,11107,6345,0
25.962,0.00697,-100,11107,6403,0
25.962,0.00871,-100,11107,6424,0
25.962,0.01089,-100,11107,6471,0
25.962,0.01361,-100,11107,6467,0
25.962,0.01701,-100,11107,6341,0
25.962,0.02127,-100,11107,6415,0
25.962,0.02658,-100,11107,6411,0
25.962,0.03323,-100,11107,6466,0
25.962,0.04154,-100,11107,6428,0
25.962,0.05192,-100,11107,6377,0
25.962,0.0649,-100,11107,6404,0
25.962,0.08113,-100,11107,6528,0
25.962,0.10141,-100,11107,6437,0
25.962,0.12677,-100,11107,6419,0
25.962,0.15846,-100,11107,6378,0
25.962,0.19807,-100,11107,6468,0
25.962,0.24759,-100,11107,6457,0
25.962,0.30949,-100,11107,6386,0
25.962,0.38686,-100,11107,6315,0
25.962,0.48357,-100,11107,6404,0
25.962,0.60446,-100,11107,6340,0
25.962,0.75558,-100,11107,6309,0
25.962,0.94447,-100,11107,6382,0
25.962,1.1806,-100,11107,6362,0
25.962,1.4757,-100,11107,6256,0
25.962,1.8447,-100,11107,6220,0
25.962,2.3058,-100,11107,6153,0
25.962,2.8823,-100,11107,6209,0
25.962,3.6029,-100,11107,6137,0
25.962,4.5036,-100,11107,6011,8
25.962,5.6295,-100,11107,6102,188
25.962,7.0369,-100,11107,5890,732
25.962,8.7961,-100,11107,5784,1158
25.962,10.995,-100,11107,5755,1597
25.962,13.744,-100,11107,5552,2233
25.962,17.18,-100,11107,5298,2880
25.962,21.475,-100,11107,5002,3572
25.962,26.843,-100,11107,4791,4252
25.962,33.554,-100,11107,4373,5035
25.962,41.943,-100,11107,3949,5894
25.962,52.429,-100,11107,3619,6592
25.962,65.536,-100,11107,2998,7470
25.962,81.92,-100,11107,2474,8272
25.962,102.4,-100,11107,1929,8978
25.962,128,-100,11107,1453,9561
25.962,160,-100,11107,992,10073
25.962,200,-100,11107,601,10491
32.452,8E-5,-100,11107,6388,0
32.452,0.0001,-100,11107,6431,0
32.452,0.00013,-100,11107,6434,0
32.452,0.00016,-100,11107,6407,0
32.452,0.0002,-100,11107,6419,0
32.452,0.00025,-100,11107,6449,0
32.452,0.00031,-100,11107,6438,0
32.452,0.00038,-100,11107,6453,0
32.452,0.00048,-100,11107,6433,0
32.452,0.0006,-100,11107,6497,0
32.452,0.00075,-100,11107,6430,0
32.452,0.00094,-100,11107,6484,0
32.452,0.00117,-100,11107,6369,0
32.452,0.00146,-100,11107,6411,0
32.452,0.00183,-100,11107,6478,0
32.452,0.00228,-100,11107,6457,0
32.452,0.00285,-100,11107,6383,0
32.452,0.00357,-100,11107,6369,0
32.452,0.00446,-100,11107,6385,0
32.452,0.00558,-100,11107,6424,0
32.452,0.00697,-100,11107,6463,0
32.452,0.00871,-100,11107,6455,0
32.452,0.01089,-100,11107,6357,0
32.452,0.01361,-100,11107,6402,0
32.452,0.01701,-100,11107,6368,0
32.452,0.02127,-100,11107,6405,0
32.452,0.02658,-100,11107,6398,0
32.452,0.03323,-100,11107,6421,0
32.452,0.04154,-100,11107,6422,0
32.452,0.05192,-100,11107,6451,0
32.452,0.0649,-100,11107,6385,0
32.452,0.08113,-100,11107,6417,0
32.452,0.10141,-100,11107,6417,0
32.452,0.12677,-100,11107,6458,0
32.452,0.15846,-100,11107,6322,0
32.452,0.19807,-100,11107,6451,0
32.452,0.24759,-100,11107,6327,0
32.452,0.30949,-100,11107,6314,0
32.452,0.38686,-100,11107,6329,0
32.452,0.48357,-100,11107,6464,0
32.452,0.60446,-100,11107,6460,0
32.452,0.75558,-100,11107,6449,0
32.452,0.94447,-100,11107,6316,0
32.452,1.1806,-100,11107,6400,0
32.452,1.4757,-100,11107,6252,0
32.452,1.8447,-100,11107,6347,0
32.452,2.3058,-100,11107,6335,0
32.452,2.8823,-100,11107,6261,0
32.452,3.6029,-100,11107,6230,6
32.452,4.5036,-100,11107,6148,106
32.452,5.6295,-100,11107,5985,482
32.452,7.0369,-100,11107,5915,840
32.452,8.7961,-100,11107,5881,1278
32.452,10.995,-100,11107,5603,1855
32.452,13.744,-100,11107,5542,2287
32.452,17.18,-100,11107,5315,2942
32.452,21.475,-100,11107,5097,3583
32.452,26.843,-100,11107,4804,4303
32.452,33.554,-100,11107,4369,5031
32.452,41.943,-100,11107,4082,5751
32.452,52.429,-100,11107,3511,6687
32.452,65.536,-100,11107,3030,7538
32.452,81.92,-100,11107,2428,8326
32.452,102.4,-100,11107,1922,8980
32.452,128,-100,11107,1502,9496
32.452,160,-100,11107,1023,10046
32.452,200,-100,11107,644,10450
40.565,8E-5,-100,11107,6484,0
40.565,0.0001,-100,11107,6475,0
40.565,0.00013,-100,11107,6456,0
40.565,0.00016,-100,11107,6399,0
40.565,0.0002,-100,11107,6399,0
40.565,0.00025,-100,11107,6421,0
40.565,0.00031,-100,11107,6488,0
40.565,0.00038,-100,11107,6342,0
40.565,0.00048,-100,11107,6368,0
40.565,0.0006,-100,11107,6419,0
40.565,0.00075,-100,11107,6486,0
40.565,0.00094,-100,11107,6412,0
40.565,0.00117,-100,11107,6355,0
40.565,0.00146,-100,11107,6480,0
40.565,0.00183,-100,11107,6423,0
40.565,0.00228,-100,11107,6468,0
40.565,0.00285,-100,11107,6407,0
40.565,0.00357,-100,11107,6469,0
40.565,0.00446,-100,11107,6387,0
40.565,0.00558,-100,11107,6344,0
40.565,0.00697,-100,11107,6368,0
40.565,0.00871,-100,11107,6360,0
40.565,0.01089,-100,11107,6434,0
40.565,0.01361,-100,11107,6480,0
40.565,0.01701,-100,11107,6393,0
40.565,0.02127,-100,11107,6403,0
40.565,0.02658,-100,11107,6347,0
40.565,0.03323,-100,11107,6454,0
40.565,0.04154,-100,11107,6521,0
40.565,0.05192,-100,11107,6341,0
40.565,0.0649,-100,11107,6503,0
40.565,0.08113,-100,11107,6407,0
40.565,0.10141,-100,11107,6502,0
40.565,0.12677,-100,11107,6477,0
40.565,0.15846,-100,11107,6452,0
40.565,0.19807,-100,11107,6563,0
40.565,0.24759,-100,11107,6498,0
40.565,0.30949,-100,11107,6361,0
40.565,0.38686,-100,11107,6376,0
40.565,0.48357,-100,11107,6348,0
40.565,0.60446,-100,11107,6410,0
40.565,0.75558,-100,11107,6428,0
40.565,0.94447,-100,11107,6385,0
40.565,1.1806,-100,11107,6283,0
40.565,1.4757,-100,11107,6265,0
40.565,1.8447,-100,11107,6298,0
40.565,2.3058,-100,11107,6261,2
40.565,2.8823,-100,11107,6299,7
40.565,3.6029,-100,11107,6249,66
40.565,4.5036,-100,11107,6010,340
40.565,5.6295,-100,11107,6106,648
40.565,7.0369,-100,11107,5918,1046
40.565,8.7961,-100,11107,5877,1445
40.565,10.995,-100,11107,5715,1893
40.565,13.744,-100,11107,5563,2305
40.565,17.18,-100,11107,5388,2830
40.565,21.475,-100,11107,5087,3596
40.565,26.843,-100,11107,4768,4294
40.565,33.554,-100,11107,4410,5100
40.565,41.943,-100,11107,4041,5888
40.565,52.429,-100,11107,3587,6629
40.565,65.536,-100,11107,3152,7350
40.565,81.92,-100,11107,2541,8240
40.565,102.4,-100,11107,1979,8890
40.565,128,-100,11107,1483,9544
40.565,160,-100,11107,1010,10060
40.565,200,-100,11107,633,10458
50.706,8E-5,-100,11107,6417,0
50.706,0.0001,-100,11107,6505,0
50.706,0.00013,-100,11107,6497,0
50.706,0.00016,-100,11107,6514,0
50.706,0.0002,-100,11107,6425,0
50.706,0.00025,-100,11107,6453,0
50.706,0.00031,-100,11107,6483,0
50.706,0.00038,-100,11107,6414,0
50.706,0.00048,-100,11107,6397,0
50.706,0.0006,-100,11107,6490,0
50.706,0.00075,-100,11107,6511,0
50.706,0.00094,-100,11107,6482,0
50.706,0.00117,-100,11107,6474,0
50.706,0.00146,-100,11107,6415,0
50.706,0.00183,-100,11107,6429,0
50.706,0.00228,-100,11107,6499,0
50.706,0.00285,-100,11107,6426,0
50.706,0.00357,-100,11107,6451,0
50.706,0.00446,-100,11107,6413,0
50.706,0.00558,-100,11107,6497,0
50.706,0.00697,-100,11107,6519,0
50.706,0.00871,-100,11107,6529,0
50.706,0.01089,-100,11107,6403,0
50.706,0.01361,-100,11107,6397,0
50.706,0.01701,-100,11107,6503,0
50.706,0.02127,-100,11107,6482,0
50.706,0.02658,-100,11107,6380,0
50.706,0.03323,-100,11107,6433,0
50.706,0.04154,-100,11107,6370,0
50.706,0.05192,-100,11107,6403,0
50.706,0.0649,-100,11107,6486,0
50.706,0.08113,-100,11107,6498,0
50.706,0.10141,-100,11107,6494,0
50.706,0.12677,-100,11107,6416,0
50.706,0.15846,-100,11107,6531,0
50.706,0.19807,-100,11107,6376,0
50.706,0.24759,-100,11107,6465,0
50.706,0.30949,-100,11107,6406,0
50.706,0.38686,-100,11107,6335,0
50.706,0.48357,-100,11107,6444,0
50.706,0.60446,-100,11107,6387,0
50.706,0.75558,-100,11107,6396,0
50.706,0.94447,-100,11107,6391,0
50.706,1.1806,-100,11107,6305,0
50.706,1.4757,-100,11107,6346,0
50.706,1.8447,-100,11107,6278,1
50.706,2.3058,-100,11107,6289,10
50.706,2.8823,-100,11107,6271,52
50.706,3.6029,-100,11107,6261,202
50.706,4.5036,-100,11107,6302,495
50.706,5.6295,-100,11107,6115,787
50.706,7.0369,-100,11107,6005,1129
50.706,8.7961,-100,11107,5885,1445
50.706,10.995,-100,11107,5777,1860
50.706,13.744,-100,11107,5545,2407
50.706,17.18,-100,11107,5306,2938
50.706,21.475,-100,11107,5107,3572
50.706,26.843,-100,11107,4768,4268
50.706,33.554,-100,11107,4449,5018
50.706,41.943,-100,11107,3986,5900
50.706,52.429,-100,11107,3530,6697
50.706,65.536,-100,11107,3063,7485
50.706,81.92,-100,11107,2485,8233
50.706,102.4,-100,11107,1916,9005
50.706,128,-100,11107,1461,9555
50.706,160,-100,11107,969,10094
50.706,200,-100,11107,692,10404
63.382,8E-5,-100,11107,6526,0
63.382,0.0001,-100,11107,6294,0
63.382,0.00013,-100,11107,6476,0
63.382,0.00016,-100,11107,6427,0
63.382,0.0002,-100,11107,6459,0
63.382,0.00025,-100,11107,6492,0
63.382,0.00031,-100,11107,6460,0
63.382,0.00038,-100,11107,6455,0
63.382,0.00048,-100,11107,6477,0
63.382,0.0006,-100,11107,6467,0
63.382,0.00075,-100,11107,6539,0
63.382,0.00094,-100,11107,6393,0
63.382,0.00117,-100,11107,6461,0
63.382,0.00146,-100,11107,6409,0
63.382,0.00183,-100,11107,6436,0
63.382,0.00228,-100,11107,6495,0
63.382,0.00285,-100,11107,6556,0
63.382,0.00357,-100,11107,6503,0
63.382,0.00446,-100,11107,6384,0
63.382,0.00558,-100,11107,6417,0
63.382,0.00697,-100,11107,6364,0
63.382,0.00871,-100,11107,6463,0
63.382,0.01089,-100,11107,6467,0
63.382,0.01361,-100,11107,6452,0
63.382,0.01701,-100,11107,6478,0
63.382,0.02127,-100,11107,6361,0
63.382,0.02658,-100,11107,6478,0
63.382,0.03323,-100,11107,6439,0
63.382,0.04154,-100,11107,6420,0
63.382,0.05192,-100,11107,6449,0
63.382,0.0649,-100,11107,6488,0
63.382,0.08113,-100,11107,6479,0
63.382,0.10141,-100,11107,6480,0
63.382,0.12677,-100,11107,6319,0
63.382,0.15846,-100,11107,6380,0
63.382,0.19807,-100,11107,6498,0
63.382,0.24759,-100,11107,6475,0
63.382,0.30949,-100,11107,6456,0
63.382,0.38686,-100,11107,6365,0
63.382,0.48357,-100,11107,6476,0
63.382,0.60446,-100,11107,6373,0
63.382,0.75558,-100,11107,6408,0
63.382,0.94447,-100,11107,6363,1
63.382,1.1806,-100,11107,6378,0
63.382,1.4757,-100,11107,6345,3
63.382,1.8447,-100,11107,6329,11
63.382,2.3058,-100,11107,6238,43
63.382,2.8823,-100,11107,6274,136
63.382,3.6029,-100,11107,6174,364
63.382,4.5036,-100,11107,6124,610
63.382,5.6295,-100,11107,6028,892
63.382,7.0369,-100,11107,5981,1245
63.382,8.7961,-100,11107,5833,1599
63.382,10.995,-100,11107,5649,1958
63.382,13.744,-100,11107,5576,2480
63.382,17.18,-100,11107,5450,2860
63.382,21.475,-100,11107,5085,3618
63.382,26.843,-100,11107,4788,4314
63.382,33.554,-100,11107,4517,5060
63.382,41.943,-100,11107,4011,5879
63.382,52.429,-100,11107,3618,6583
63.382,65.536,-100,11107,3038,7493
63.382,81.92,-100,11107,2545,8195
63.382,102.4,-100,11107,1950,8945
63.382,128,-100,11107,1430,9588
63.382,160,-100,11107,985,10097
63.382,200,-100,11107,625,10467
79.228,8E-5,-100,11107,6457,0
79.228,0.0001,-100,11107,6429,0
79.228,0.00013,-100,11107,6444,0
79.228,0.00016,-100,11107,6439,0
79.228,0.0002,-100,11107,6458,0
79.228,0.00025,-100,11107,6507,0
79.228,0.00031,-100,11107,6491,0
79.228,0.00038,-100,11107,6354,0
79.228,0.00048,-100,11107,6410,0
79.228,0.0006,-100,11107,6479,1
79.228,0.00075,-100,11107,6459,0
79.228,0.00094,-100,11107,6382,0
79.228,0.00117,-100,11107,6364,0
79.228,0.00146,-100,11107,6420,0
79.228,0.00183,-100,11107,6417,1
79.228,0.00228,-100,11107,6315,0
79.228,0.00285,-100,11107,6370,1
79.228,0.00357,-100,11107,6453,0
79.228,0.00446,-100,11107,6484,0
79.228,0.00558,-100,11107,6526,0
79.228,0.00697,-100,11107,6378,0
79.228,0.00871,-100,11107,6331,0
79.228,0.01089,-100,11107,6395,0
79.228,0.01361,-100,11107,6464,0
79.228,0.01701,-100,11107,6457,0
79.228,0.02127,-100,11107,6421,0
79.228,0.02658,-100,11107,6460,0
79.228,0.03323,-100,11107,6402,0
79.228,0.04154,-100,11107,6479,0
79.228,0.05192,-100,11107,6451,0
79.228,0.0649,-100,11107,6454,2
79.228,0.08113,-100,11107,6504,0
79.228,0.10141,-100,11107,6409,0
79.228,0.12677,-100,11107,6431,0
79.228,0.15846,-100,11107,6407,0
79.228,0.19807,-100,11107,6403,0
79.228,0.24759,-100,11107,6351,0
79.228,0.30949,-100,11107,6389,0
79.228,0.38686,-100,11107,6426,1
79.228,0.48357,-100,11107,6324,1
79.228,0.60446,-100,11107,6499,1
79.228,0.75558,-100,11107,6355,1
79.228,0.94447,-100,11107,6380,2
79.228,1.1806,-100,11107,6300,3
79.228,1.4757,-100,11107,6340,10
79.228,1.8447,-100,11107,6361,40
79.228,2.3058,-100,11107,6345,110
79.228,2.8823,-100,11107,6248,274
79.228,3.6029,-100,11107,6188,495
79.228,4.5036,-100,11107,6093,658
79.228,5.6295,-100,11107,6126,959
79.228,7.0369,-100,11107,5914,1272
79.228,8.7961,-100,11107,5909,1584
79.228,10.995,-100,11107,5792,2002
79.228,13.744,-100,11107,5487,2482
79.228,17.18,-100,11107,5390,2951
79.228,21.475,-100,11107,5152,3584
79.228,26.843,-100,11107,4767,4306
79.228,33.554,-100,11107,4439,5107
79.228,41.943,-100,11107,4158,5725
79.228,52.429,-100,11107,3673,6592
79.228,65.536,-100,11107,3092,7425
79.228,81.92,-100,11107,2477,8315
79.228,102.4,-100,11107,1929,8975
79.228,128,-100,11107,1412,9612
79.228,160,-100,11107,960,10123
79.228,200,-100,11107,657,10435
99.035,8E-5,-100,11107,6531,1
99.035,0.0001,-100,11107,6466,0
99.035,0.00013,-100,11107,6490,0
99.035,0.00016,-100,11107,6465,0
99.035,0.0002,-100,11107,6491,0
99.035,0.00025,-100,11107,6438,0
99.035,0.00031,-100,11107,6377,0
99.035,0.00038,-100,11107,6398,0
99.035,0.00048,-100,11107,6459,0
99.035,0.0006,-100,11107,6489,0
99.035,0.00075,-100,11107,6439,0
99.035,0.00094,-100,11107,6508,0
99.035,0.00117,-100,11107,6466,0
99.035,0.00146,-100,11107,6409,0
99.035,0.00183,-100,11107,6411,0
99.035,0.00228,-100,11107,6421,0
99.035,0.00285,-100,11107,6454,0
99.035,0.00357,-100,11107,6482,0
99.035,0.00446,-100,11107,6498,0
99.035,0.00558,-100,11107,6517,1
99.035,0.00697,-100,11107,6472,0
99.035,0.00871,-100,11107,6469,0
99.035,0.01089,-100,11107,6417,1
99.035,0.01361,-100,11107,6463,0
99.035,0.01701,-100,11107,6399,0
99.035,0.02127,-100,11107,6540,0
99.035,0.02658,-100,11107,6464,0
99.035,0.03323,-100,11107,6431,0
99.035,0.04154,-100,11107,6404,0
99.035,0.05192,-100,11107,6419,0
99.035,0.0649,-100,11107,6397,1
99.035,0.08113,-100,11107,6428,0
99.035,0.10141,-100,11107,6485,0
99.035,0.12677,-100,11107,6504,0
99.035,0.15846,-100,11107,6529,1
99.035,0.19807,-100,11107,6366,1
99.035,0.24759,-100,11107,6402,0
99.035,0.30949,-100,11107,6402,1
99.035,0.38686,-100,11107,6405,0
99.035,0.48357,-100,11107,6315,1
99.035,0.60446,-100,11107,6416,0
99.035,0.75558,-100,11107,6346,5
99.035,0.94447,-100,11107,6455,6
99.035,1.1806,-100,11107,6318,12
99.035,1.4757,-100,11107,6316,44
99.035,1.8447,-100,11107,6353,82
99.035,2.3058,-100,11107,6369,188
99.035,2.8823,-100,11107,6339,336
99.035,3.6029,-100,11107,6208,556
99.035,4.5036,-100,11107,6288,736
99.035,5.6295,-100,11107,6154,966
99.035,7.0369,-100,11107,6072,1241
99.035,8.7961,-100,11107,5857,1663
99.035,10.995,-100,11107,5757,2042
99.035,13.744,-100,11107,5611,2485
99.035,17.18,-100,11107,5321,3077
99.035,21.475,-100,11107,5124,3605
99.035,26.843,-100,11107,4817,4344
99.035,33.554,-100,11107,4492,5082
99.035,41.943,-100,11107,4090,5838
99.035,52.429,-100,11107,3528,6746
99.035,65.536,-100,11107,3054,7501
99.035,81.92,-100,11107,2529,8271
99.035,102.4,-100,11107,1982,8948
